,Kanji,Onyomi,Kunyomi,English,Examples,JLPT Level,Number of Strokes,Kanji Radical,Radical Number,Radical Strokes,Radical Reading
12,下,カ、ゲ,した、しも、もと、さ.げる、さ.がる、くだ.る、くだ.り、くだ.す、-くだ.す、くだ.さる、お.ろす、お.りる,"below, down, descend, give, low, inferior","""足下(あしもと): (1) at one's feet; underfoot; one's step (as in """"watch your step"""") (2) gait; pace; step (3) you; thou<br>下りる(おりる): (1) to descend (e.g. a mountain); to go down; to come down (2) to alight (e.g. from bus); to get off; to disembark; to dismount (3) to step down; to retire; to give up; to quit (4) to be granted; to be issued; to be given (5) to form (of frost, dew, mist, etc.) (6) to be passed (from the body; i.e. of a roundworm)<br>引下げる(ひきさげる): to pull down; to lower; to reduce; to withdraw<br>下車(げしゃ): alighting (from train, bus, etc.); getting off<br>地下(ちか): (1) basement; cellar; underground place (2) underground; below ground (3) secret; under cover (4) underground (railway); subway; metro<br>低下(ていか): fall; decline; lowering; deterioration; degradation<br>以下(いか): (1) not exceeding; and downward; ... and below (2) below (e.g. standard); under (e.g. a level) (3) the below-mentioned; the following; the rest<br>下旬(げじゅん): month (last third of)<br>上下(じょうげ): (1) top and bottom; high and low; above and below; upper and lower ends; up and down (2) going up and down; rising and falling; fluctuating (3) going and coming back (4) upper and lower classes; ruler and ruled; the government and the people (5) first and second volumes<br>地下鉄(ちかてつ): underground train; subway<br>下げる(さげる): to hang; to lower; to move back; to wear; to dismiss; to grant<br>下り(くだり): (1) down-train (going away from Tokyo) (2) down-slope; downward going<br>部下(ぶか): subordinate person<br>下町(したまち): low-lying part of a city (usu. containing shops, factories, etc.); Shitamachi (low-lying area of eastern Tokyo near Tokyo Bay, inc. Asakusa, Shitaya, Kanda, Fukugawa, Honjo, Nihonbashi, Kyobashi and surrounds)<br>廊下(ろうか): corridor; hallway; passageway<br>下着(したぎ): underwear<br>目下(めした): subordinate; subordinates; inferior; inferiors; junior<br>天下(てんか): (1) the whole world (2) the whole country (3) society; the public (4) supremacy over a nation; government of a country; the ruling power (5) having one's own way; doing as one pleases (6) peerless; incomparable; superlative; world-famous (7) shogun (Edo period)<br>下降(かこう): downward; descent; fall; drop; subsidence<br>下手(へた): (1) unskillful; poor; awkward (2) imprudent; untactful<br>下痢(げり): diarrhoea; diarrhea<br>下る(くだる): (1) to descend; to go down; to come down (2) to be handed down (of an order, judgment, etc.) (3) to pass (of time) (4) to surrender; to capitulate (5) (often in neg. form) to be less than; to be inferior to (6) to have the runs; to have diarrhea<br>下宿(げしゅく): boarding; lodging; boarding house<br>下水(げすい): (1) drainage; ditch; gutter; sewerage (2) sewage; black water<br>落下(らっか): fall; drop; come down<br>下さる(くださる): to give; to confer<br>靴下(くつした): socks; sock; stockings; stocking<br>下がる(さがる): to hang down; to abate; to retire; to fall; to step back<br>下さい(ください): (1) please give me (2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me<br>地下水(ちかすい): underground water<br>下地(したじ): groundwork; foundation; inclination; aptitude; elementary knowledge of; grounding in; prearrangement; spadework; signs; symptoms; first coat of plastering; soy<br>下駄(げた): (1) geta; Japanese wooden clogs (2) turn (in set-type proofing); upside-down character<br>下火(したび): burning low; waning; declining<br>下品(げひん): vulgarity; meanness; indecency; coarseness<br>下ろす(おろす): (1) to take down (e.g. flag); to launch (e.g. boat); to drop; to lower (e.g. ladder); to let (a person) off; to unload; to discharge (2) to drop off (a passenger from a vehicle); to let (a person) off (3) to withdraw money from an account (4) to wear (clothing) for the first time (5) to fillet (e.g. a fish)<br>下書き(したがき): rough copy; draft; draught<br>見下ろす(みおろす): (1) to overlook; to command a view of; to look down on (2) to despise; to look down on<br>下調べ(したしらべ): preliminary investigation; preparation<br>ぶら下げる(ぶらさげる): to hang; to suspend; to dangle; to swing; to carry<br>下(した): (1) below; down; under; younger (e.g. daughter) (2) bottom (3) beneath; underneath (4) just after; right after (5) inferiority; one's inferior (i.e. one's junior) (6) trade-in (7) preliminary; preparatory<br>下らない(くだらない): good-for-nothing; stupid; trivial; worthless<br>上下(うえした): (1) top and bottom; up and down; high and low; above and below; upper and lower ends (2) upside-down<br>目下(もっか): at present; now<br>真下(ました): right under; directly below<br>下取り(したどり): trade in; part exchange<br>下心(したごころ): (1) secret intention; ulterior motive (2) kanji """"heart"""" radical at bottom<br>城下(じょうか): land near the castle<br>下線(かせん): underline; underscore<br>下品(かひん): inferior article<br>下(げ): (1) lowness (of degree, value, etc.); inferiority (2) second volume (of two); third volume (of three)<br>下(しも): (1) lower reaches (of a river) (2) bottom; lower part (3) lower half (of the body, esp. the privates); feces (faeces); urine; menses (4) end; far from the imperial palace (i.e. far from Kyoto, esp. of western Japan) (5) dirty (e.g. dirty jokes, etc.)<br>下(か): under (being in said condition or environment)<br>お掛け下さい(おかけください): please sit down; please have a seat""",5,3.0,一,1.0,1.0,いち
13,左,サ、シャ,ひだり,left,左(ひだり): left; left hand side<br>左右(さゆう): (1) left and right (2) influence; control; domination<br>左利き(ひだりきき): left-handedness; sake drinker; left-hander<br>左様なら(さようなら): good-bye,5,5.0,工,48.0,3.0,こう・たくみ・たくみへん・え
14,右,ウ、ユウ,みぎ,right,右(みぎ): (1) right; right hand side (2) afore-mentioned (esp. in vertical Japanese writing); foregoing; forgoing; above<br>左右(さゆう): (1) left and right (2) influence; control; domination,5,5.0,口,30.0,3.0,くち・くちへん
15,中,チュウ,なか、うち、あた.る,"in, inside, middle, mean, center","中央(ちゅうおう): centre; central; center; middle<br>中心(ちゅうしん): (1) center; centre; middle; heart; core; focus; pivot; emphasis; balance (2) -centered; -centred; -focussed; -oriented; centered on; focussed on<br>中間(ちゅうかん): middle; midway; interim<br>途中(とちゅう): (1) on the way; en route (2) in the middle of; midway<br>集中(しゅうちゅう): concentration; convergence; centralization; integration; gathering together<br>中学(ちゅうがく): middle school; junior high school<br>中止(ちゅうし): suspension; stoppage; discontinuance; interruption<br>中学校(ちゅうがっこう): junior high school; middle school; lower secondary school<br>日中(にっちゅう): (1) daytime; during the day (2) Sino-Japanese<br>中身(なかみ): contents; interior; substance; filling; (sword) blade<br>中継(ちゅうけい): (1) relay; hook-up (2) relay broadcasting<br>中旬(ちゅうじゅん): middle of a month; second third of a month<br>世の中(よのなか): society; the world; the times<br>中立(ちゅうりつ): neutrality<br>空中(くうちゅう): sky; air<br>背中(せなか): back (of body)<br>中年(ちゅうねん): middle-age; middle age; midlife; one's middle years<br>真ん中(まんなか): middle; centre; center; mid-way<br>中世(ちゅうせい): Middle Ages; mediaeval times<br>中古(ちゅうこ): (1) used; second-hand; old (2) Middle Ages<br>中断(ちゅうだん): interruption; suspension; break<br>中途(ちゅうと): in the middle; half-way<br>中毒(ちゅうどく): (1) poisoning (2) addiction<br>連中(れんちゅう): (1) colleagues; company; a lot; those guys (2) troupe; company (of musicians)<br>夜中(よなか): midnight; dead of night<br>心中(しんじゅう): double suicide; lovers suicide<br>年中(ねんじゅう): (1) whole year; all year round; throughout the year (2) always; all the time (3) middle class (of a nursery school, etc.)<br>中傷(ちゅうしょう): slander; libel; defamation<br>命中(めいちゅう): a hit; hitting something that was aimed at<br>中枢(ちゅうすう): centre; center; pivot; mainstay; nucleus; backbone; central figure; pillar; key man<br>中性(ちゅうせい): (1) neutrality (incl. chemical, electrical, etc.); indifference (2) sexlessness; androgyny; androgyne; neuter (3) neuter gender<br>中和(ちゅうわ): neutralize; neutralise; counteract<br>中腹(ちゅうふく): mountain side; halfway up<br>中指(なかゆび): middle finger<br>夢中(むちゅう): daze; (in a) trance; ecstasy; delirium; engrossment; within a (deep) dream<br>熱中(ねっちゅう): nuts!; enthusiasm; zeal; mania<br>最中(さいちゅう): in the middle of; height of; in course of; midst<br>御中(おんちゅう): and Company; Messrs; for the attention of ...<br>中(なか): (1) inside; in (2) among; within (3) center (centre); middle (4) during; while<br>中中(なかなか): (1) very; considerably; easily; readily; fairly; quite; highly; rather (2) by no means (with negative verb)<br>中(ちゅう): (1) medium; average; middle (2) moderation (3) middle school (4) China (5) in; out of (e.g. three out of ten people) (6) during (a certain time when one did or is doing something); under (construction, etc.); while<br>話し中(はなしちゅう): busy (phone)<br>中程(なかほど): middle; midway<br>中っ腹(ちゅうっぱら): anger (held in check); irritation; rage<br>夜中(やちゅう): during the night; at night<br>中(じゅう): (1) through; throughout; in the course of (2) all over or throughout (e.g. a place)",5,4.0,丨,2.0,1.0,ぼう・たてぼう
16,大,ダイ、タイ,おお-、おお.きい、-おお.いに,"large, big","大分(だいぶ): considerably; greatly; a lot<br>拡大(かくだい): magnification; enlargement; expansion<br>大会(たいかい): convention; tournament; mass meeting; rally<br>大学(だいがく): (1) post-secondary education institution, incl. university, college, etc. (2) former central university of Kyoto (established under the ritsuryo system for the training of government administrators) (3) the Great Learning - one of the Four Books<br>大統領(だいとうりょう): president; chief executive<br>大幅(おおはば): (1) big; large; drastic; substantial (2) full-width cloth (approx. 72 cm wide for traditional Japanese clothing; approx. 140 cm wide for Western clothing)<br>大使(たいし): ambassador<br>大切(たいせつ): important; valuable; worthy of care<br>大変(たいへん): (1) very; greatly (2) immense; enormous; great (3) serious; grave; dreadful; terrible (4) difficult; hard (5) major incident; disaster<br>重大(じゅうだい): serious; important; significant; grave; weighty<br>大使館(たいしかん): embassy<br>大臣(だいじん): cabinet minister<br>大人(おとな): adult<br>大半(たいはん): majority; mostly; generally<br>巨大(きょだい): huge; gigantic; enormous<br>大学院(だいがくいん): graduate school<br>大勢(おおぜい): many; crowd; great number of people<br>大戦(たいせん): great war; great battle<br>大気(たいき): atmosphere<br>大衆(たいしゅう): general public; the masses<br>大陸(たいりく): continent<br>短大(たんだい): junior college<br>大いに(おおいに): very; much; greatly; a lot of<br>大丈夫(だいじょうぶ): safe; all right; OK; okay<br>大胆(だいたん): bold; daring; audacious<br>膨大(ぼうだい): huge; bulky; enormous; extensive; swelling; expansion<br>大工(だいく): carpenter<br>大きい(おおきい): big; large; great; loud<br>増大(ぞうだい): enlargement; increase<br>大好き(だいすき): loveable; very likeable; like very much<br>大事(だいじ): important; valuable; serious matter<br>大部分(だいぶぶん): most part; greater part; majority<br>偉大(いだい): greatness<br>総理大臣(そうりだいじん): Prime Minister<br>大小(だいしょう): (1) sizes (various); large and small (2) daisho (matched pair of long and short swords) (3) large and small drums (4) long months and short months<br>大方(おおかた): perhaps; almost all; majority<br>大体(だいたい): general; substantially; outline; main point; approximately; about<br>大金(たいきん): large amount of money; great cost<br>盛大(せいだい): grand; prosperous; magnificent<br>大家(たいか): expert<br>大げさ(おおげさ): grandiose; exaggerated<br>大通り(おおどおり): main street<br>大抵(たいてい): (1) mostly; ordinarily; usually; generally (2) probably (3) most; almost all (4) (before a neg. form) ordinary (5) proper; appropriate; moderate<br>大きな(おおきな): big; large; great<br>大筋(おおすじ): outline; summary<br>壮大(そうだい): magnificent; grand; majestic; splendid<br>大木(たいぼく): large tree<br>大ざっぱ(おおざっぱ): rough (as in not precise); broad; sketchy<br>大空(おおぞら): heavens; firmament; sky<br>大水(おおみず): flood<br>大屋(おおや): landlord; landlady<br>お大事に(おだいじに): take care of yourself; get well soon; God bless you; bless you<br>大した(たいした): considerable; great; important; significant; a big deal<br>大して(たいして): (not so) much; (not) very<br>大概(たいがい): (1) in general; almost all (2) mainly; mostly; most likely (3) moderately; suitably<br>大学生(だいがくせい): university student; college student<br>大人しい(おとなしい): obedient; docile; quiet<br>大層(たいそう): very much; exaggerated; very fine<br>大便(だいべん): feces; excrement; shit<br>莫大(ばくだい): enormous; vast<br>大部(たいぶ): (1) lengthy (of a book, etc.); voluminous (2) most (e.g. most part); greater; fairly; a good deal; much<br>大柄(おおがら): (1) large build (2) large pattern<br>大よそ(おおよそ): about; roughly; as a rule; approximately<br>大(おお): big; large<br>大(だい): (1) the large part of (2) big; large; great (3) approximate size; no larger than (4) -university (5) large (e.g. serving size); loud (e.g. volume setting)",5,3.0,大,37.0,3.0,だい・おおきい
17,小,ショウ,ちい.さい、こ-、お-、さ-,"little, small",小売り(こうり): retail<br>小包み(こづつみ): parcel; package<br>小学校(しょうがっこう): primary school; elementary school; grade school<br>小説(しょうせつ): novel; (short) story<br>小学生(しょうがくせい): elementary school student; primary school student; grade school student<br>縮小(しゅくしょう): reduction; curtailment<br>小屋(こや): hut; cabin; shed; (animal) pen<br>小切手(こぎって): cheque; check<br>小麦(こむぎ): wheat<br>大小(だいしょう): (1) sizes (various); large and small (2) daisho (matched pair of long and short swords) (3) large and small drums (4) long months and short months<br>小遣い(こづかい): pocket money; spending money; pin money; allowance<br>小児科(しょうにか): pediatrics<br>小鳥(ことり): (1) small bird; songbird (2) birdie; dickeybird; dickybird<br>小指(こゆび): (1) little finger; pinky (2) little toe<br>小さい(ちいさい): small; little; tiny<br>小柄(こがら): (1) small build; small stature; petite (2) small pattern<br>小便(しょうべん): urine; piss; pee<br>小数(しょうすう): fraction (part of); decimal fraction<br>小銭(こぜに): coins; small change<br>小(しょう): (1) smallness; small item (2) short month (i.e. having fewer than 31 days) (3) elementary school (4) younger or inferior (of two items or people with the same name) (5) unit of field area (approx. 400 sq m)<br>小さな(ちいさな): small; little; tiny<br>小(こ): (1) small; little; slight (2) slightly less than; just about (3) somewhat; somehow (4) minor (sometimes derogatory); petty<br>小母さん(おばさん): old lady; ma'am (vocative),5,3.0,小,42.0,3.0,しょう・ちいさい・なおがしら・つ
18,月,ゲツ、ガツ,つき,"month, moon",年月(ねんげつ): months and years<br>今月(こんげつ): this month<br>先月(せんげつ): last month<br>来月(らいげつ): next month<br>毎月(まいつき): every month; each month; monthly<br>正月(しょうがつ): New Year; New Year's Day; the first month; January<br>月曜(げつよう): Monday<br>月給(げっきゅう): monthly salary<br>月末(げつまつ): end of the month<br>カ月(かげつ): (number of) months<br>生年月日(せいねんがっぴ): birth date<br>月並(つきなみ): (1) every month (2) trite; common<br>月日(つきひ): time; years; days<br>満月(まんげつ): full moon<br>月謝(げっしゃ): monthly tuition fee<br>三日月(みかづき): new moon; crescent moon<br>月(つき): (1) moon (2) month<br>月賦(げっぷ): monthly installment (instalment); monthly payment<br>月曜日(げつようび): Monday<br>再来月(さらいげつ): month after next<br>月日(がっぴ): (the) date<br>一月(ひとつき): one month<br>先々月(せんせんげつ): month before last<br>月(がつ): month (of the year); used after number or question word (e.g. nan or nani),5,4.0,月,74.0,4.0,つき・つきへん
19,日,ニチ、ジツ,ひ、-び、-か,"day, sun, Japan",明日(あした): tomorrow<br>今日(きょう): (1) today; this day (2) these days; recently; nowadays<br>日付け(ひづけ): date; dating<br>昨日(きのう): yesterday<br>毎日(まいにち): every day<br>日程(にってい): schedule; program; programme; agenda<br>日(ひ): (1) day; days (2) sun; sunshine; sunlight (3) case (esp. unfortunate); event<br>日常(にちじょう): ordinary; regular; everyday; usual<br>来日(らいにち): arrival in Japan; coming to Japan; visit to Japan<br>日中(にっちゅう): (1) daytime; during the day (2) Sino-Japanese<br>曜日(ようび): day of the week<br>日々(ひび): every day; daily; day after day; days (e.g. good old days)<br>当日(とうじつ): appointed day; very day<br>日曜(にちよう): Sunday<br>連日(れんじつ): every day; prolonged<br>先日(せんじつ): the other day; a few days ago<br>日記(にっき): diary; journal<br>元日(がんじつ): New Year's Day<br>日の丸(ひのまる): (1) outline of the sun (esp. represented as a red circle) (2) the Japanese flag<br>日ごろ(ひごろ): normally; habitually<br>期日(きじつ): fixed date; settlement date<br>平日(へいじつ): (1) weekday; ordinary days (i.e. non-holiday) (2) kanji radical 73<br>祝日(しゅくじつ): national holiday<br>日時(にちじ): date and time<br>日光(にっこう): sunlight<br>日差し(ひざし): sunlight; rays of the sun<br>火曜日(かようび): Tuesday<br>日の出(ひので): sunrise<br>日帰り(ひがえり): day trip<br>日向(ひなた): sunny place; in the sun<br>日課(にっか): daily lesson; daily work; daily routine<br>日用品(にちようひん): daily necessities<br>生年月日(せいねんがっぴ): birth date<br>日焼け(ひやけ): (1) sunburn (2) suntan<br>日陰(ひかげ): (1) shade; shadow (2) sunshine<br>日日(ひにち): the number of days; date<br>夕日(ゆうひ): evening sun; setting sun<br>十日(とおか): (1) the tenth day of the month (2) ten days<br>日本語(にほんご): Japanese (language)<br>日夜(にちや): day and night; always<br>終日(しゅうじつ): all day; for a whole day<br>一昨日(おととい): day before yesterday<br>日取り(ひどり): fixed date; appointed day<br>月日(つきひ): time; years; days<br>日当たり(ひあたり): (1) exposure to the sun; sunny place (2) per day<br>日本式(にほんしき): Japanese style<br>三日月(みかづき): new moon; crescent moon<br>明後日(あさって): day after tomorrow<br>定休日(ていきゅうび): regular holiday; fixed day off; regular closing day<br>金曜日(きんようび): Friday<br>九日(ここのか): (1) the ninth day of the month (2) nine days<br>月曜日(げつようび): Monday<br>五日(いつか): (1) the fifth day of the month (2) five days<br>今日は(こんにちは): hello; good day (daytime greeting)<br>祭日(さいじつ): national holiday; festival day<br>三日(みっか): (1) the third day of the month (2) three days<br>四日(よっか): (1) fourth day of month (2) four days<br>水曜日(すいようび): Wednesday<br>誕生日(たんじょうび): birthday<br>土曜日(どようび): Saturday<br>二日(ふつか): (1) second day of the month (2) two days<br>日の入り(ひのいり): sunset<br>日曜日(にちようび): Sunday<br>八日(ようか): (1) the eighth day of the month (2) eight days<br>木曜日(もくようび): Thursday<br>六日(むいか): (1) sixth day of the month (2) six days<br>一日(いちにち): (1) first day of the month (2) one day<br>七日(なのか): (1) the seventh day of the month (2) seven days<br>明明後日(しあさって): (in) three days time (two days after tomorrow)<br>二十日(はつか): (1) twentieth (day of the month) (2) twenty days<br>月日(がっぴ): (the) date<br>一日(ついたち): (1) first day of the month (2) first ten days of the lunar month<br>日本(にほん): Japan<br>西日(にしび): westering sun; setting sun<br>日当(にっとう): daily allowance<br>悪日(あくにち): unlucky day<br>一昨昨日(いっさくさくじつ): two days before yesterday; three days back (ago)<br>日(にち): (1) Sunday (2) day (of the month) (3) counter for days<br>日(か): (1) day of month (2) counter for days,5,4.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
20,年,ネン,とし,year,"一昨年(おととし): year before last<br>毎年(まいねん): every year; yearly; annually<br>年月(ねんげつ): months and years<br>年間(ねんかん): year (period of)<br>来年(らいねん): next year<br>今年(ことし): this year<br>少年(しょうねん): boy; juvenile; young boy; youth; lad<br>年(とし): (1) year (2) many years (3) age (4) past one's prime; old age<br>年齢(ねんれい): age; years<br>青年(せいねん): youth; young man<br>年度(ねんど): (1) fiscal year (usu. April 1 to March 31 in Japan); financial year (2) academic year; school year (3) product year<br>年寄り(としより): (1) old people; the aged (2) sumo coaches<br>定年(ていねん): (1) retirement age (2) years of service in a military rank before eligibility for promotion<br>年代(ねんだい): age; era; period; date<br>中年(ちゅうねん): middle-age; middle age; midlife; one's middle years<br>学年(がくねん): year in school; grade in school<br>去年(きょねん): last year<br>晩年(ばんねん): (one's) last years<br>年中(ねんじゅう): (1) whole year; all year round; throughout the year (2) always; all the time (3) middle class (of a nursery school, etc.)<br>成年(せいねん): adult age; majority<br>万年筆(まんねんひつ): fountain pen<br>生年月日(せいねんがっぴ): birth date<br>年賀(ねんが): New Year's greetings; New Year's card<br>年生(ねんせい): pupil in ... year; student in ... year<br>青少年(せいしょうねん): youth; young person<br>元年(がんねん): first year (of a specific reign)<br>年号(ねんごう): name of an era; year number<br>再来年(さらいねん): year after next<br>年輪(ねんりん): annual tree ring<br>年長(ねんちょう): seniority<br>年頃(としごろ): (1) approximate age; apparent age (2) marriageable age (esp. of a woman); age of independence; age of adulthood (3) (after modifying phrase) appropriate age (to ...); old enough (to ...) (4) for some years<br>年鑑(ねんかん): yearbook; almanac; annual<br>同い年(おないどし): the same age<br>年(ねん): (1) year (e.g. AD) (2) counter for years",5,6.0,干,51.0,3.0,かん・いちじゅう・ほす・ひる・たてかん
21,早,ソウ、サッ,はや.い、はや、はや-、はや.まる、はや.める、さ-,"early, fast","早い(はやい): (1) fast; quick; hasty; brisk (2) early (in the day, etc.); premature (3) (too) soon; not yet; (too) early (4) easy; simple; quick<br>早口(はやくち): fast-talking; rapid talking<br>早急(さっきゅう): urgent<br>早速(さっそく): at once; immediately; without delay; promptly<br>素早い(すばやい): (1) fast; quick; prompt; nimble; agile (2) quick (to understand); sharp (judgement)<br>お早うございます(おはようございます): good morning<br>最早(もはや): (1) already; now (2) no longer; not any more<br>お早う(おはよう): Good morning",4,6.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
22,木,ボク、モク,き、こ-,"tree, wood",木(き): tree; wood; timber<br>木材(もくざい): lumber; timber; wood<br>樹木(じゅもく): trees and shrubs; arbour; arbor<br>木曜(もくよう): Thursday<br>並木(なみき): roadside tree; row of trees<br>植木(うえき): garden shrubs; trees; potted plant<br>材木(ざいもく): lumber; timber<br>木綿(もめん): (1) cotton (material) (2) red silk-cotton tree (Bombax ceiba)<br>土木(どぼく): public works<br>大木(たいぼく): large tree<br>木曜日(もくようび): Thursday<br>雑木(ざつぼく): various kinds of small trees; assorted trees,5,4.0,木,75.0,4.0,き・きへん
23,林,リン,はやし,"grove, forest",林(はやし): woods; forest; copse; thicket<br>森林(しんりん): forest; woods<br>山林(さんりん): (1) mountain forest; forest on a mountain; montane forest (2) mountains and forest<br>林業(りんぎょう): forestry,4,8.0,木,75.0,4.0,き・きへん
24,山,サン、セン,やま,mountain,山(やま): (1) mountain; hill (2) mine (e.g. coal mine) (3) heap; pile (4) crown (of a hat); thread (of a screw); tread (of a tire) (5) climax; peak; critical point (6) guess; speculation (7) criminal case; crime (8) festival float (esp. one mounted with a decorative halberd) (9) wild<br>火山(かざん): volcano<br>登山(とざん): mountain climbing<br>鉱山(こうざん): mine (ore)<br>山林(さんりん): (1) mountain forest; forest on a mountain; montane forest (2) mountains and forest<br>山脈(さんみゃく): mountain range<br>山岳(さんがく): mountains<br>沢山(たくさん): many; a lot; much<br>巫山戯る(ふざける): to romp; to gambol; to frolic; to joke; to make fun of; to flirt; to mess around; to screw around; to josh<br>山腹(さんぷく): hillside; mountainside<br>山(さん): Mt (suffix used with the names of mountains); Mount,5,3.0,山,46.0,3.0,やま・やまへん・やまかんむり
25,川,セン,かわ,"stream, river",川(かわ): (1) river; stream (2) the .... river; (suffix used with the names of rivers)<br>河川(かせん): rivers,5,3.0,巛,47.0,3.0,かわ・まがりがわ・さんぼんがわ
26,土,ド、ト,つち,"soil, earth, ground, Turkey","土地(とち): plot of land; lot; soil<br>領土(りょうど): dominion; territory; possession<br>土(つち): (1) earth; soil; dirt (2) the earth (historically, esp. as opposed to the heavens); the ground; the land (3) low-quality torinoko-gami (containing mud) (4) (period of) refraining from construction in the direction of the god of the earth (in On'youdou)<br>土曜(どよう): Saturday<br>国土(こくど): country; territory; domain; realm<br>土産(みやげ): present; souvenir<br>土台(どだい): (1) foundation; base; basis (2) from the beginning; from the outset; by nature<br>土手(どて): (1) embankment; bank (2) beef sinew stewed in miso and mirin<br>土俵(どひょう): (1) arena, esp. in sumo (2) forum (e.g. for discussion) (3) sandbag; gabion<br>土木(どぼく): public works<br>風土(ふうど): natural features; topography; climate; spiritual features<br>郷土(きょうど): native place; birth-place; one's old home<br>お土産(おみやげ): present; souvenir<br>混凝土(コンクリート): concrete<br>土曜日(どようび): Saturday<br>率土(そっと): face of the earth<br>土産(どさん): (1) product of the land (2) present; souvenir<br>土(ど): (1) Saturday (2) earth (third of the five elements)",5,3.0,土,32.0,3.0,つち・つちへん・どへん
27,空,クウ,そら、あ.く、あ.き、あ.ける、から、す.く、す.かす、むな.しい,"empty, sky, void, vacant, vacuum","空港(くうこう): airport<br>航空(こうくう): aviation; flying<br>空(から): emptiness; vacuum; blank<br>空気(くうき): (1) air; atmosphere (2) mood; situation (3) someone with no presence; someone who doesn't stand out at all<br>空間(くうかん): space; room; airspace<br>上空(じょうくう): sky; the skies; high-altitude sky; upper air<br>架空(かくう): (1) aerial; overhead (2) fiction; fictitious; imaginary; fanciful<br>空中(くうちゅう): sky; air<br>空き(あき): (1) space; room; emptiness; gap (2) opening; vacancy; empty seat (3) free time; time to spare (4) disuse; unused thing<br>空想(くうそう): daydream; fantasy; fancy; vision<br>空っぽ(からっぽ): empty; vacant; hollow<br>空腹(くうふく): hunger<br>真空(しんくう): vacuum; hollow; empty<br>大空(おおぞら): heavens; firmament; sky<br>空(そら): sky; the heavens<br>空しい(むなしい): vacant; futile; vain; void; empty; ineffective; lifeless<br>空く(すく): (1) to become less crowded; to thin out; to get empty (2) to be hungry<br>空き間(あきま): vacancy; room for rent or lease<br>空(くう): (1) empty air; sky (2) shunya (emptiness, the lack of an immutable intrinsic nature within any phemomenon) (3) air force (4) fruitlessness; meaninglessness (5) void (one of the five elements)",5,8.0,穴,116.0,5.0,あな・あなかんむり
28,田,デン,た,"rice field, rice paddy",水田(すいでん): (water-filled) paddy field<br>田舎(いなか): (1) rural area; countryside; the sticks (2) hometown<br>田園(でんえん): (1) country; rural districts (2) cultivated land; fields<br>田植え(たうえ): rice planting<br>田んぼ(たんぼ): paddy field; farm<br>田(た): rice field,4,5.0,田,102.0,5.0,た・たへん
29,天,テン,あまつ、あめ、あま-,"heavens, sky, imperial",天皇(てんのう): Emperor of Japan<br>天(てん): (1) sky (2) heaven (3) svarga (heaven-like realm visited as a stage of death and rebirth) (4) deva (divine being of Buddhism)<br>天気(てんき): (1) weather; the elements (2) fair weather; fine weather<br>天井(てんじょう): ceiling; ceiling price<br>天然(てんねん): (1) nature; spontaneity (2) natural airhead<br>天候(てんこう): weather<br>天国(てんごく): paradise; heaven; Kingdom of Heaven<br>天才(てんさい): genius; prodigy; natural gift<br>天下(てんか): (1) the whole world (2) the whole country (3) society; the public (4) supremacy over a nation; government of a country; the ruling power (5) having one's own way; doing as one pleases (6) peerless; incomparable; superlative; world-famous (7) shogun (Edo period)<br>天体(てんたい): heavenly body; celestial body; astronomical object<br>雨天(うてん): rainy weather<br>晴天(せいてん): fine weather (i.e. little or no clouds); fair weather; clear weather; clear sky; fair skies<br>天災(てんさい): natural calamity; disaster<br>天地(てんち): (1) heaven and earth; the universe; nature; top and bottom; realm; sphere; world (2) top and bottom (3) gods of heaven and earth<br>先天的(せんてんてき): a priori; inborn; innate; inherent; congenital; hereditary<br>天気予報(てんきよほう): weather forecast; weather report<br>天辺(てっぺん): top; summit; apex; peak<br>天津(あまつ): heavenly; imperial,5,4.0,大,37.0,3.0,だい・おおきい
